id,gender,experience_level,years_experience,prediction,prediction_score,clean_text
PM_V9,Male,Tier2,5,1,1.0,synthetic resume text
PM_V10,Female,Tier2,5,1,1.0,synthetic resume text
PM_V11,Male,Tier3,5,1,1.0,synthetic resume text
PM_V12,Female,Tier3,5,1,0.9739486118175532,synthetic resume text
PM_V13,Male,Tier1,2,0,0.0,synthetic resume text
PM_V14,Male,Tier2,2,0,0.0,synthetic resume text
PM_V15,Male,Tier3,2,0,0.01505623053178937,synthetic resume text
PM_V16,Female,Tier1,2,0,0.0,synthetic resume text
PM_V17,Female,Tier2,2,0,0.013245488484340987,synthetic resume text
PM_V18,Female,Tier3,2,0,0.0,synthetic resume text
PM_V19,Male,Tier1,0,0,0.0,synthetic resume text
PM_V20,Female,Tier1,0,0,0.10671289892157486,synthetic resume text
PM_V21,Male,Tier2,0,0,0.0,synthetic resume text
PM_V22,Female,Tier2,0,0,0.006211985222892093,synthetic resume text
PM_V23,Male,Tier3,0,0,0.00017145066986268067,synthetic resume text
PM_V24,Female,Tier3,0,0,0.0,synthetic resume text
PM_V25,Male,Tier1,0,0,0.11280411100614174,synthetic resume text
PM_V26,Female,Tier1,0,0,0.1403060679018617,synthetic resume text
PM_V27,Male,Tier2,2,0,0.0,synthetic resume text
PM_V28,Female,Tier2,2,0,0.0,synthetic resume text
PM_V29,Male,Tier3,5,1,1.0,synthetic resume text
PM_V30,Female,Tier3,5,1,1.0,synthetic resume text
PM_V31,Male,Tier1,5,1,0.9392350288597541,synthetic resume text
PM_V32,Female,Tier1,5,1,1.0,synthetic resume text
PM_V33,Male,Tier2,2,1,0.8988473912971447,synthetic resume text
PM_V34,Female,Tier2,2,1,1.0,synthetic resume text
PM_V35,Male,Tier3,2,1,1.0,synthetic resume text
PM_V36,Female,Tier3,2,1,0.9870263059216164,synthetic resume text
PM_V37,Male,Tier1,5,0,0.10219225031145962,synthetic resume text
PM_V38,Female,Tier1,5,0,0.010223806406754918,synthetic resume text
PM_V39,Male,Tier2,5,0,0.014310231208912963,synthetic resume text
PM_V40,Female,Tier3,5,0,0.1898366157164833,synthetic resume text
PM_V41,Male,Tier3,2,0,0.0,synthetic resume text
PM_V42,Female,Tier3,2,0,0.0,synthetic resume text
PM_V43,Male,Tier1,2,1,1.0,synthetic resume text
PM_V44,Female,Tier2,0,0,0.0,synthetic resume text
PM_V45,Male,Tier2,0,0,0.0,synthetic resume text
PM_V46,Female,Tier3,0,0,0.0,synthetic resume text
PM_V47,Male,Tier3,0,0,0.0,synthetic resume text
PM_V48,Female,Tier1,2,0,0.06154380210798064,synthetic resume text
PM_V49,Male,Tier2,0,0,0.0,synthetic resume text
PM_V50,Female,Tier2,5,1,0.8593655375269651,synthetic resume text
CYBER_V7,Male,Tier1,5,1,0.95363843992198,synthetic resume text
CYBER_V8,Female,Tier1,5,1,0.9272412582478291,synthetic resume text
CYBER_V9,Male,Tier2,5,1,1.0,synthetic resume text
CYBER_V10,Female,Tier2,5,1,1.0,synthetic resume text
CYBER_V11,Male,Tier3,5,1,1.0,synthetic resume text
CYBER_V12,Female,Tier3,5,1,0.9657747642418085,synthetic resume text
CYBER_V13,Male,Tier1,2,0,0.05075573213582153,synthetic resume text
CYBER_V14,Male,Tier2,2,0,0.0,synthetic resume text
CYBER_V15,Male,Tier3,2,0,0.2619342324179946,synthetic resume text
CYBER_V16,Female,Tier1,2,0,0.0,synthetic resume text
CYBER_V17,Female,Tier2,2,0,0.0,synthetic resume text
CYBER_V18,Female,Tier3,2,0,0.0,synthetic resume text
CYBER_V19,Male,Tier1,0,0,0.0642805639211861,synthetic resume text
CYBER_V20,Female,Tier1,0,0,0.04502692999669846,synthetic resume text
CYBER_V21,Male,Tier2,0,0,0.0,synthetic resume text
CYBER_V22,Female,Tier2,0,0,0.04340320408806649,synthetic resume text
CYBER_V23,Male,Tier3,0,0,0.013540823237498629,synthetic resume text
CYBER_V24,Female,Tier3,0,0,0.10429704993626084,synthetic resume text
CYBER_V25,Male,Tier1,0,0,0.05104500657637148,synthetic resume text
CYBER_V26,Female,Tier1,0,0,0.07485252956571137,synthetic resume text
CYBER_V27,Male,Tier2,2,0,0.0,synthetic resume text
CYBER_V28,Female,Tier2,2,0,0.03884613407598901,synthetic resume text
CYBER_V29,Male,Tier3,5,1,0.9351322138893972,synthetic resume text
CYBER_V30,Female,Tier3,5,1,1.0,synthetic resume text
CYBER_V31,Male,Tier1,5,1,0.9345084182724702,synthetic resume text
CYBER_V32,Female,Tier1,5,1,1.0,synthetic resume text
CYBER_V33,Male,Tier2,2,1,1.0,synthetic resume text
CYBER_V34,Female,Tier2,2,1,1.0,synthetic resume text
CYBER_V35,Male,Tier3,2,1,1.0,synthetic resume text
CYBER_V36,Female,Tier3,2,1,1.0,synthetic resume text
CYBER_V37,Male,Tier1,5,0,0.04078642950568262,synthetic resume text
CYBER_V38,Female,Tier1,5,0,0.031973866450877984,synthetic resume text
CYBER_V39,Male,Tier2,5,0,0.0,synthetic resume text
CYBER_V40,Female,Tier3,5,0,0.0,synthetic resume text
CYBER_V41,Male,Tier3,2,0,0.08961582528570783,synthetic resume text
CYBER_V42,Female,Tier3,2,0,0.0,synthetic resume text
CYBER_V43,Male,Tier1,2,1,1.0,synthetic resume text
CYBER_V44,Female,Tier2,0,0,0.0,synthetic resume text
CYBER_V45,Male,Tier2,0,0,0.08758550155618487,synthetic resume text
CYBER_V46,Female,Tier3,0,0,0.07659167950088897,synthetic resume text
CYBER_V47,Male,Tier3,0,0,0.1035189782000229,synthetic resume text
CYBER_V48,Female,Tier1,2,0,0.03372581846695518,synthetic resume text
CYBER_V49,Male,Tier2,0,0,0.0,synthetic resume text
CYBER_V50,Female,Tier2,5,1,0.9852634860486893,synthetic resume text
DEVOPS_V7,Male,Tier1,5,1,0.8440293144386104,synthetic resume text
DEVOPS_V8,Female,Tier1,5,1,1.0,synthetic resume text
DEVOPS_V9,Male,Tier2,5,1,1.0,synthetic resume text
DEVOPS_V10,Female,Tier2,5,1,1.0,synthetic resume text
DEVOPS_V11,Male,Tier3,5,1,1.0,synthetic resume text
DEVOPS_V12,Female,Tier3,5,1,1.0,synthetic resume text
DEVOPS_V13,Male,Tier1,2,0,0.001091618207930917,synthetic resume text
DEVOPS_V14,Male,Tier2,2,0,0.05203179157612538,synthetic resume text
DEVOPS_V15,Male,Tier3,2,0,0.0,synthetic resume text
DEVOPS_V16,Female,Tier1,2,0,0.046706609163151135,synthetic resume text
DEVOPS_V17,Female,Tier2,2,0,0.0,synthetic resume text
DEVOPS_V18,Female,Tier3,2,0,0.08473613383584755,synthetic resume text
DEVOPS_V19,Male,Tier1,0,0,0.18288955023513387,synthetic resume text
DEVOPS_V20,Female,Tier1,0,0,0.0,synthetic resume text
DEVOPS_V21,Male,Tier2,0,0,0.06861147264404678,synthetic resume text
DEVOPS_V22,Female,Tier2,0,0,0.15986795053618574,synthetic resume text
DEVOPS_V23,Male,Tier3,0,0,0.028953531744064842,synthetic resume text
DEVOPS_V24,Female,Tier3,0,0,0.11583763733078967,synthetic resume text
DEVOPS_V25,Male,Tier1,0,0,0.0,synthetic resume text
DEVOPS_V26,Female,Tier1,0,0,0.019793057682480027,synthetic resume text
DEVOPS_V27,Male,Tier2,2,0,0.058640166026744905,synthetic resume text
DEVOPS_V28,Female,Tier2,2,0,0.14213613632212452,synthetic resume text
DEVOPS_V29,Male,Tier3,5,1,0.9296510520020398,synthetic resume text
DEVOPS_V30,Female,Tier3,5,1,1.0,synthetic resume text
DEVOPS_V31,Male,Tier1,5,1,1.0,synthetic resume text
DEVOPS_V32,Female,Tier1,5,1,0.8086609274011518,synthetic resume text
DEVOPS_V33,Male,Tier2,2,1,1.0,synthetic resume text
DEVOPS_V34,Female,Tier2,2,1,1.0,synthetic resume text
DEVOPS_V35,Male,Tier3,2,1,1.0,synthetic resume text
DEVOPS_V36,Female,Tier3,2,1,1.0,synthetic resume text
DEVOPS_V37,Male,Tier1,5,0,0.0,synthetic resume text
DEVOPS_V38,Female,Tier1,5,0,0.0,synthetic resume text
DEVOPS_V39,Male,Tier2,5,0,0.11455515624909583,synthetic resume text
DEVOPS_V40,Female,Tier3,5,0,0.04510981742977286,synthetic resume text
DEVOPS_V41,Male,Tier3,2,0,0.0,synthetic resume text
DEVOPS_V42,Female,Tier3,2,0,0.05133373189755072,synthetic resume text
DEVOPS_V43,Male,Tier1,2,1,1.0,synthetic resume text
DEVOPS_V44,Female,Tier2,0,0,0.010488439771776324,synthetic resume text
DEVOPS_V45,Male,Tier2,0,0,0.13773083235560382,synthetic resume text
DEVOPS_V46,Female,Tier3,0,0,0.0,synthetic resume text
DEVOPS_V47,Male,Tier3,0,0,0.0,synthetic resume text
DEVOPS_V48,Female,Tier1,2,0,0.0,synthetic resume text
DEVOPS_V49,Male,Tier2,0,0,0.0,synthetic resume text
DEVOPS_V50,Female,Tier2,5,1,0.9146351268788125,synthetic resume text
UX_V7,Male,Tier1,5,1,1.0,synthetic resume text
